Object Identifier;Block;Level;Object Text;Generic Name;Signal Description;Producer;LRU Consumer(s);Data Type;Bus Name;TTP Mess #;TTP Slot #;TTP TDMA Round;PFCC TX Round;Tx Rate (ms);Update Rate (ms);Start Bit (LSB);Sig. Bits;Signed (Y/N);Resolution;Unit;Data Min (Calculated);Data Max (Calculated);Physical Min (Sensor);Physical Max (Sensor);PRs
TTP-35461;;3;IIM1_Spare;IIM_M09_Spare_18;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;18;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35462;;3;IIM1_Spare;IIM_M09_Spare_19;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;19;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35463;;3;IIM1_Spare;IIM_M09_Spare_20;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;20;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25452;;3;IIM1_Spare;IIM_M09_Spare_21;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;21;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-70;B1.0;3;IIM1_PilotPitchTrimSwUp_A;IIM_M09_PilotPitchTrimSwUp_A;1 = Pilot Pitch Trim Switch A Up grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;22;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-71;B1.0;3;IIM1_PilotPitchTrimSwDn_A;IIM_M09_PilotPitchTrimSwDn_A;1 = Pilot Pitch Trim Switch A Down grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;23;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-72;;3;IIM1_Spare;IIM_M09_Spare_24;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;24;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-73;B1.0;3;IIM1_CopilotPitchTrimSwUp_A;IIM_M09_CopilotPitchTrimSwUp_A;1 = Copilot Pitch Trim Switch A Up grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;25;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-74;B1.0;3;IIM1_CopilotPitchTrimSwDn_A;IIM_M09_CopilotPitchTrimSwDn_A;1 = Copilot Pitch Trim Switch A Down grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;26;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-75;;3;IIM1_Spare;IIM_M09_Spare_27;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;27;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-76;B1.0;3;IIM1_PilotPitchTrimSwUp_B;IIM_M09_PilotPitchTrimSwUp_B;1 = Pilot Pitch Trim Switch B Up grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;28;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-2129;B1.0;3;IIM1_PilotPitchTrimSwDn_B;IIM_M09_PilotPitchTrimSwDn_B;1 = Pilot Pitch Trim Switch B Down grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;29;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-2130;;3;IIM1_Spare;IIM_M09_Spare_30;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;30;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-2131;B1.0;3;IIM1_CopilotPitchTrimSwUp_B;IIM_M09_CopilotPitchTrimSwUp_B;1 = Copilot Pitch Trim Switch B Up grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;31;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-2132;B1.0;3;IIM1_CopilotPitchTrimSwDn_B;IIM_M09_CopilotPitchTrimSwDn_B;1 = Copilot Pitch Trim Switch B Down grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;32;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-100;B1.0;2;IIM1_HL_Controls_Discretes;IIM_MSGBOX_10;High Lift Controls and Discretes;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-101;;3;IIM1_Spare;IIM_M10_Spare_1;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;1;4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-102;B1.0;3;IIM1_Flap_Extended1;IIM_M10_Flap_Extended1;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-103;B1.0;3;IIM1_Flap_Extended1_Valid;IIM_M10_Flap_Extended1_Valid;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-104;B1.0;3;IIM1_Flap_Extended2;IIM_M10_Flap_Extended2;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-105;B1.0;3;IIM1_Flap_Extended2_Valid;IIM_M10_Flap_Extended2_Valid;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-106;;3;IIM1_Spare;IIM_M10_Spare_9;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-107;;3;IIM1_Spare;IIM_M10_Spare_10;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-108;;3;IIM1_Spare;IIM_M10_Spare_11;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-109;;3;IIM1_Spare;IIM_M10_Spare_12;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-110;B1.0;3;IIM1_Slat_Extended1;IIM_M10_Slat_Extended1;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-111;B1.0;3;IIM1_Slat_Extended1_Valid;IIM_M10_Slat_Extended1_Valid;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-112;B1.0;3;IIM1_Slat_Extended2;IIM_M10_Slat_Extended2;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-113;B1.0;3;IIM1_Slat_Extended2_Valid;IIM_M10_Slat_Extended2_Valid;1= Condition is True;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-114;;3;IIM1_Spare;IIM_M10_Spare_17;Spare;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;10;1;4,14;N/A;20;20;17;16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24658;Mixed;2;IIM1_IRS1_PitchRate_RollRate;IIM_MSGBOX_11;IRS1 Pitch Rate & Roll Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;11;1;5,15;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24659;B2.3;3;IIM1_IRS1_Pitch_Rate_Valid;IIM_M11_IRS1_Pitch_Rate_Valid;1 = IRS1 Pitch Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;11;1;5,15;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24660;B2.0.5;3;IIM1_IRS1_Pitch_Rate;IIM_M11_IRS1_Pitch_Rate;IRS1 Pitch Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;11;1;5,15;N/A;20;20;2;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-70;70;
TTP-24661;B2.3;3;IIM1_IRS1_Roll_Rate_Valid;IIM_M11_IRS1_Roll_Rate_Valid;1 = IRS1 Roll Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;11;1;5,15;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24662;B2.0.5;3;IIM1_IRS1_Roll_Rate;IIM_M11_IRS1_Roll_Rate;IRS1 Roll Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;11;1;5,15;N/A;20;20;18;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-70;70;
TTP-24664;Mixed;2;IIM1_IRS1_YawRate_PitchAttitude;IIM_MSGBOX_12;IRS1 Yaw Rate & Pitch Attitude;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;12;1;6,16;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24665;B2.3;3;IIM1_IRS1_Yaw_Rate_Valid;IIM_M12_IRS1_Yaw_Rate_Valid;1 = IRS1 Yaw Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;12;1;6,16;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24666;B2.0.5;3;IIM1_IRS1_Yaw_Rate;IIM_M12_IRS1_Yaw_Rate;IRS1 Yaw Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;12;1;6,16;N/A;20;20;2;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-40;40;
TTP-24667;B2.3;3;IIM1_IRS1_Pitch_Attitude_Valid;IIM_M12_IRS1_Pitch_Attitude_Valid;1 = IRS1 Pitch Attitude Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;12;1;6,16;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24668;B2.0.5;3;IIM1_IRS1_Pitch_Attitude;IIM_M12_IRS1_Pitch_Attitude;IRS1 Pitch Attitude;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;12;1;6,16;N/A;20;20;18;15;Y;0,010986328;DEGREES;-180;179,9890137;-90;90;
TTP-24722;;2;IIM1_Reserved_IRS2_PitchRate_RollRate;IIM_MSGBOX_13;Reserved for IRS2 Pitch Rate & Roll Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;13;1;7,17;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24723;;3;IIM1_Reserved;IIM_M13_IRS2_Pitch_Rate_Valid;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;13;1;7,17;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25453;;3;IIM1_Reserved;IIM_M13_IRS2_Pitch_Rate;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;13;1;7,17;N/A;20;20;2;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25454;;3;IIM1_Reserved;IIM_M13_IRS2_Roll_Rate_Valid;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;13;1;7,17;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25455;;3;IIM1_Reserved;IIM_M13_IRS2_Roll_Rate;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;13;1;7,17;N/A;20;20;18;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24727;;2;IIM1_Reserved_IRS2_YawRate_PitchAttitude;IIM_MSGBOX_14;Reserved for IRS2 Yaw Rate & Pitch Attitude;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;14;1;8,18;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24728;;3;IIM1_Reserved;IIM_M14_IRS2_Yaw_Rate_Valid;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;14;1;8,18;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25456;;3;IIM1_Reserved;IIM_M14_IRS2_Yaw_Rate;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;14;1;8,18;N/A;20;20;2;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25457;;3;IIM1_Reserved;IIM_M14_IRS2_Pitch_Attitude_Valid;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;14;1;8,18;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25458;;3;IIM1_Reserved;IIM_M14_IRS2_Pitch_Attitude;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;14;1;8,18;N/A;20;20;18;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24669;Mixed;2;IIM1_IRS3_PitchRate_RollRate;IIM_MSGBOX_15;IRS3 Pitch Rate & Roll Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;15;1;9,19;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24673;B2.3;3;IIM1_IRS3_Pitch_Rate_Valid;IIM_M15_IRS3_Pitch_Rate_Valid;1 = IRS3 Pitch Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;15;1;9,19;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24674;B2.0.5;3;IIM1_IRS3_Pitch_Rate;IIM_M15_IRS3_Pitch_Rate;IRS3 Pitch Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;15;1;9,19;N/A;20;20;2;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-70;70;
TTP-24675;B2.3;3;IIM1_IRS3_Roll_Rate_Valid;IIM_M15_IRS3_Roll_Rate_Valid;1 = IRS3 Roll Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;15;1;9,19;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24676;B2.0.5;3;IIM1_IRS3_Roll_Rate;IIM_M15_IRS3_Roll_Rate;IRS3 Roll Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;15;1;9,19;N/A;20;20;18;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-70;70;
TTP-24670;Mixed;2;IIM1_IRS3_YawRate_PitchAttitude;IIM_MSGBOX_16;IRS3 Yaw Rate & Pitch Attitude;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC_MIXED;TTP1;16;1;10,20;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24677;B2.3;3;IIM1_IRS3_Yaw_Rate_Valid;IIM_M16_IRS3_Yaw_Rate_Valid;1 = IRS3 Yaw Rate Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;16;1;10,20;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24678;B2.0.5;3;IIM1_IRS3_Yaw_Rate;IIM_M16_IRS3_Yaw_Rate;IRS3 Yaw Rate;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;16;1;10,20;N/A;20;20;2;15;Y;0,0078125;DEGREES_PER_SECOND;-128;127,9921875;-40;40;
TTP-24679;B2.3;3;IIM1_IRS3_Pitch_Attitude_Valid;IIM_M16_IRS3_Pitch_Attitude_Valid;1 = IRS3 Pitch Attitude Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;16;1;10,20;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
