Object Identifier;Block;Level;Object Text;Generic Name;Signal Description;Producer;LRU Consumer(s);Data Type;Bus Name;TTP Mess #;TTP Slot #;TTP TDMA Round;PFCC TX Round;Tx Rate (ms);Update Rate (ms);Start Bit (LSB);Sig. Bits;Signed (Y/N);Resolution;Unit;Data Min (Calculated);Data Max (Calculated);Physical Min (Sensor);Physical Max (Sensor);PRs
TTP-35697;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_10_Spare_8;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;17;2;320;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35698;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_10_Spare_9;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;17;2;320;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34484;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_10_Spare_10;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;17;2;320;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25373;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_10_Spare_11;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;17;2;320;11;22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25374;B2.1;3;PFCC2_State_Status;PFCC2_COM_MUX_MSGBOX_16_11;PFCC State Status;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;BNR;TTP3;16;3;N/A;18;2;320;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34474;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_11_PFCC_State;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;18;2;320;1;4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25375;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_11_Spare_5;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;BNR;TTP3;16;3;N/A;18;2;320;5;28;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25376;Mixed;3;PFCC2_BIT_Status;PFCC2_COM_MUX_MSGBOX_16_12;BIT Status;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-25377;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_IIM1_Autopilot_Detent_Failed;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37724;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_IIM3_Autopilot_Detent_Failed;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;2;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37725;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_Pilot_AP_Detent_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;3;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37726;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_Copilot_AP_Detent_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;4;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37727;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_AFCU_Interlock_Integrity_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37728;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_AFCU_Availability_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37729;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_PBIT_AFCU_Enable_Power_Mon_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37730;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_PBIT_AFCU_Analog_Power_Mon_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37731;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_PBIT_AFCU_FPGA_Power_Mon_Fault;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37733;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_AFT1_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37734;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_AFT2_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37735;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_AFT3_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37736;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_AFT4_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37737;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_MFS1_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37738;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_MFS2_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37739;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_MFS3_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37740;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_MFS4_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37741;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_OB_Ail_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;18;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37742;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_REU_IB_Ail_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;19;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37743;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_IIM1_Unresponsive;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;20;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37744;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_PBIT_Time_Expired;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;21;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37745;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_ABIT_Time_Expired;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;22;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-39305;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_OMS_Test_ID;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;BNR;TTP3;16;3;N/A;19;2;320;23;6;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-39309;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_OMS_Test_In_Progress;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;29;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-39313;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_OMS_Test_Passed;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;30;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-39317;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_12_PFCC_NVM_Download_Progress;Reserved;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;31;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-37746;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_12_Spare_32;Spare;PFCC2_COM;PFCC2_MON,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON;DISC;TTP3;16;3;N/A;19;2;320;32;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57394
TTP-25378;;3;PFCC2_Reserved_BIT_Faults_2;PFCC2_COM_MUX_MSGBOX_16_13;Reserved for BIT Faults;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37989;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFCU_Ail_ROB_SOV_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37990;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFCU_Ail_LIB_EHSV_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;2;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37991;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFCU_Ail_RIB_EHSV_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;3;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37992;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_OB_AIL_REU_AFCU_LOB_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;4;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37993;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_IB_AIL_REU_AFCU_LIB_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37994;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_OB_AIL_REU_AFCU_ROB_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37995;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_IB_AIL_REU_AFCU_RIB_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37996;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFCU_Rud_Lo_SOV_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37997;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFCU_Rud_Lo_EHSV_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37998;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFT1_REU_AFCU_Rud_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37999;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFT4_REU_AFCU_Rud_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38000;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_13_AFT2_REU_AFCU_Rud_Enable_Fault;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25379;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_13_Spare_13;Spare;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;20;2;320;13;20;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25380;B2.0;3;PFCC2_Bus_Faults_2;PFCC2_COM_MUX_MSGBOX_16_14;PFCC Bus Faults #2;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;21;2;320;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25381;B2.0;4;PFCC2_Left_GS_Command_Response_Fault;PFCC2_COM_MUX_M16_14_Left_GS_Command_Response_Fault;"1 = Condition is True;";PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;21;2;320;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38075;B2.0;4;PFCC2_Right_GS_Command_Response_Fault;PFCC2_COM_MUX_M16_14_Right_GS_Command_Response_Fault;"1 = Condition is True;";PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;21;2;320;2;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38076;;4;PFCC2_Spare;PFCC2_COM_MUX_M16_14_Spare_3;Spare;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;21;2;320;3;30;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25382;B2.0;3;PFCC2_IBIT_Status_1;PFCC2_COM_MUX_MSGBOX_16_15;IBIT Status;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25383;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_L_SSC_Shaker_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38837;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_R_SSC_Shaker_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;2;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38838;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_L_SSC_AP_Detent_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;3;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38839;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_R_SSC_AP_Detent_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;4;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38840;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_L_SSC_Shaker_Fail;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38841;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_R_SSC_Shaker_Fail;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38842;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_L_SSC_AP_Detent_Fail;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38843;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_IBIT_R_SSC_AP_Detent_Fail;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38844;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_AFCU_Pitch_Integrity_Test_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-39181;;4;PFCC2_Reserved;PFCC2_COM_MUX_M16_15_AFCU_Roll_Integrity_Test_Pass;Reserved;PFCC2_COM;PFCC2_MON,IIM3,PFCC1_COM,PFCC1_MON,PFCC3_COM,PFCC3_MON,REU_AFT2_COM,REU_AFT2_MON,REU_AFT3_COM,REU_AFT3_MON,REU_MFS2_COM,REU_MFS2_MON,REU_IB_AIL_COM,REU_IB_AIL_MON;DISC;TTP3;16;3;N/A;22;2;320;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
